Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Producer_Price(USD/tonne)
1993,China,East,Rice,11.9,2279.96,1.56,4.99,7,74.28,20.75,36.01,87.08,Crop Rotation,2090.12,861.0
1993,China,East,Rice,11.9,2279.96,1.56,4.99,7,74.28,20.75,36.01,87.08,Crop Rotation,2090.12,861.0
1993,China,East,Rice,11.9,2279.96,1.56,4.99,7,74.28,20.75,36.01,87.08,Crop Rotation,2090.12,149.4
2007,USA,Midwest,Wheat,4.46,1621.69,27.57,1.764,4,21.74,33.68,91.56,62.06,Crop Rotation,653.59,238.0
2007,USA,Midwest,Wheat,4.46,1621.69,27.57,1.764,4,21.74,33.68,91.56,62.06,Crop Rotation,653.59,238.0
2007,USA,Midwest,Wheat,4.46,1621.69,27.57,1.764,4,21.74,33.68,91.56,62.06,Crop Rotation,653.59,238.0
2008,France,Ile-de-France,Barley,21.66,626.03,6.47,2.44,1,58.64,24.6,62.7,44.59,Crop Rotation,940.46,148.5
2008,France,Ile-de-France,Barley,21.66,626.03,6.47,2.44,1,58.64,24.6,62.7,44.59,Crop Rotation,940.46,148.5
2008,France,Ile-de-France,Barley,21.66,626.03,6.47,2.44,1,58.64,24.6,62.7,44.59,Crop Rotation,940.46,217.5
1999,USA,Northeast,Barley,16.8,2962.47,8.25,3.58,0,72.18,20.84,26.38,78.3,Water Management,962.04,98.0
1999,USA,Northeast,Barley,16.8,2962.47,8.25,3.58,0,72.18,20.84,26.38,78.3,Water Management,962.04,98.0
1999,USA,Northeast,Barley,16.8,2962.47,8.25,3.58,0,72.18,20.84,26.38,78.3,Water Management,962.04,98.0
2008,France,Grand Est,Wheat,17.23,2832.17,11.41,4.97,3,66.69,48.36,24.43,41.56,Organic Farming,1217.12,145.1
2008,France,Grand Est,Wheat,17.23,2832.17,11.41,4.97,3,66.69,48.36,24.43,41.56,Organic Farming,1217.12,145.1
2008,France,Grand Est,Wheat,17.23,2832.17,11.41,4.97,3,66.69,48.36,24.43,41.56,Organic Farming,1217.12,212.5
2014,France,Ile-de-France,Wheat,26.32,2050.09,2.98,1.92,8,36.94,6.8,86.47,87.27,Organic Farming,260.0,162.9
2014,France,Ile-de-France,Wheat,26.32,2050.09,2.98,1.92,8,36.94,6.8,86.47,87.27,Organic Farming,260.0,162.9
2014,France,Ile-de-France,Wheat,26.32,2050.09,2.98,1.92,8,36.94,6.8,86.47,87.27,Organic Farming,260.0,216.4
2002,Russia,Siberian,Wheat,33.67,308.92,3.87,3.5730000000000004,3,75.88,8.47,5.36,69.06,No Adaptation,727.44,1751.0
2002,Russia,Siberian,Wheat,33.67,308.92,3.87,3.5730000000000004,3,75.88,8.47,5.36,69.06,No Adaptation,727.44,1751.0
2002,Russia,Siberian,Wheat,33.67,308.92,3.87,3.5730000000000004,3,75.88,8.47,5.36,69.06,No Adaptation,727.44,55.9
2018,Australia,Queensland,Rice,34.83,606.55,20.19,3.15,8,92.43,46.44,35.86,82.04,No Adaptation,499.92,387.0
2018,Australia,Queensland,Rice,34.83,606.55,20.19,3.15,8,92.43,46.44,35.86,82.04,No Adaptation,499.92,387.0
2018,Australia,Queensland,Rice,34.83,606.55,20.19,3.15,8,92.43,46.44,35.86,82.04,No Adaptation,499.92,289.1
1999,France,Grand Est,Rice,7.41,2932.93,7.07,1.94,6,14.0,47.5,54.95,98.26,Drought-resistant Crops,364.55,1832.4
1999,France,Grand Est,Rice,7.41,2932.93,7.07,1.94,6,14.0,47.5,54.95,98.26,Drought-resistant Crops,364.55,279.3
1999,France,Grand Est,Rice,7.41,2932.93,7.07,1.94,6,14.0,47.5,54.95,98.26,Drought-resistant Crops,364.55,297.6
2007,Canada,Ontario,Wheat,3.87,406.71,8.12,1.575,6,66.6,27.9,34.25,73.62,Organic Farming,652.14,191.9
2007,Canada,Ontario,Wheat,3.87,406.71,8.12,1.575,6,66.6,27.9,34.25,73.62,Organic Farming,652.14,191.9
2007,Canada,Ontario,Wheat,3.87,406.71,8.12,1.575,6,66.6,27.9,34.25,73.62,Organic Farming,652.14,178.7
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,234.5
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,227.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,218.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,224.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,219.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,223.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,229.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,238.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,237.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,244.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,249.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,255.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,251.0
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,234.5
2017,Canada,Prairies,Wheat,25.34,237.38,4.08,2.349,2,46.81,23.39,24.58,69.49,Crop Rotation,677.49,180.7
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2300.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2300.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2340.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2370.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2365.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2342.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2310.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2320.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2300.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2960.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2340.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2380.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2390.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,2300.0
2012,China,South,Barley,2.48,617.15,9.45,1.16,5,39.44,12.2,14.43,67.47,Crop Rotation,247.38,364.4
2020,Brazil,South,Rice,15.02,1327.56,8.37,4.5,7,43.12,14.17,74.9,45.01,No Adaptation,1998.47,1048.8
2020,Brazil,South,Rice,15.02,1327.56,8.37,4.5,7,43.12,14.17,74.9,45.01,No Adaptation,1998.47,1048.8
2020,Brazil,South,Rice,15.02,1327.56,8.37,4.5,7,43.12,14.17,74.9,45.01,No Adaptation,1998.47,203.4
1999,Australia,Queensland,Barley,19.89,633.52,29.42,2.556,7,33.18,45.58,26.41,47.1,Drought-resistant Crops,519.08,140.0
1999,Australia,Queensland,Barley,19.89,633.52,29.42,2.556,7,33.18,45.58,26.41,47.1,Drought-resistant Crops,519.08,140.0
1999,Australia,Queensland,Barley,19.89,633.52,29.42,2.556,7,33.18,45.58,26.41,47.1,Drought-resistant Crops,519.08,90.3
1994,USA,Midwest,Wheat,11.68,2581.05,14.69,2.0,2,67.13,22.39,39.53,98.01,Water Management,444.78,127.0
1994,USA,Midwest,Wheat,11.68,2581.05,14.69,2.0,2,67.13,22.39,39.53,98.01,Water Management,444.78,127.0
1994,USA,Midwest,Wheat,11.68,2581.05,14.69,2.0,2,67.13,22.39,39.53,98.01,Water Management,444.78,127.0
2007,Nigeria,South East,Rice,3.38,1029.01,28.93,0.513,10,76.59,20.43,94.38,47.04,Water Management,208.68,55214.0
2007,Nigeria,South East,Rice,3.38,1029.01,28.93,0.513,10,76.59,20.43,94.38,47.04,Water Management,208.68,55214.0
2007,Nigeria,South East,Rice,3.38,1029.01,28.93,0.513,10,76.59,20.43,94.38,47.04,Water Management,208.68,438.9
1992,Australia,New South Wales,Wheat,-4.81,1683.06,16.79,1.737,0,42.98,49.33,23.85,54.95,Drought-resistant Crops,197.72,199.0
1992,Australia,New South Wales,Wheat,-4.81,1683.06,16.79,1.737,0,42.98,49.33,23.85,54.95,Drought-resistant Crops,197.72,199.0
1992,Australia,New South Wales,Wheat,-4.81,1683.06,16.79,1.737,0,42.98,49.33,23.85,54.95,Drought-resistant Crops,197.72,146.2
2003,France,Nouvelle-Aquitaine,Wheat,25.87,534.58,6.59,1.06,10,31.32,9.18,54.64,42.5,Water Management,283.82,114.5
2003,France,Nouvelle-Aquitaine,Wheat,25.87,534.58,6.59,1.06,10,31.32,9.18,54.64,42.5,Water Management,283.82,114.5
2003,France,Nouvelle-Aquitaine,Wheat,25.87,534.58,6.59,1.06,10,31.32,9.18,54.64,42.5,Water Management,283.82,129.2
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,254.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,223.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,240.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,224.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,227.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,218.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,231.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,238.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,257.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,252.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,254.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,257.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,271.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,254.0
2015,USA,West,Barley,19.61,761.27,5.57,3.08,10,49.01,30.02,95.24,51.78,Crop Rotation,1485.72,254.0
2018,USA,Northeast,Wheat,-2.39,1662.98,3.45,1.29,2,44.76,19.75,36.23,94.76,Crop Rotation,162.09,189.0
2018,USA,Northeast,Wheat,-2.39,1662.98,3.45,1.29,2,44.76,19.75,36.23,94.76,Crop Rotation,162.09,172.0
2018,USA,Northeast,Wheat,-2.39,1662.98,3.45,1.29,2,44.76,19.75,36.23,94.76,Crop Rotation,162.09,189.0
2018,USA,Northeast,Wheat,-2.39,1662.98,3.45,1.29,2,44.76,19.75,36.23,94.76,Crop Rotation,162.09,189.0
2004,Australia,New South Wales,Wheat,24.1,1773.5,11.66,3.61,8,36.35,1.76,29.02,57.49,Crop Rotation,771.34,216.0
2004,Australia,New South Wales,Wheat,24.1,1773.5,11.66,3.61,8,36.35,1.76,29.02,57.49,Crop Rotation,771.34,216.0
2004,Australia,New South Wales,Wheat,24.1,1773.5,11.66,3.61,8,36.35,1.76,29.02,57.49,Crop Rotation,771.34,158.8
1991,Australia,New South Wales,Rice,26.66,891.95,23.34,0.891,8,44.0,32.34,7.06,61.44,Drought-resistant Crops,411.91,176.0
1991,Australia,New South Wales,Rice,26.66,891.95,23.34,0.891,8,44.0,32.34,7.06,61.44,Drought-resistant Crops,411.91,176.0
1991,Australia,New South Wales,Rice,26.66,891.95,23.34,0.891,8,44.0,32.34,7.06,61.44,Drought-resistant Crops,411.91,137.1
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,286.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,259.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,261.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,265.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,261.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,245.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,246.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,290.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,295.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,304.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,308.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,311.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,305.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,286.0
2012,USA,South,Wheat,18.01,2251.32,23.28,3.177,8,47.56,16.55,33.52,39.95,Drought-resistant Crops,508.29,286.0
1997,Nigeria,North Central,Rice,4.89,960.61,27.4,1.71,2,47.9,19.36,9.79,68.34,Drought-resistant Crops,455.49,25280.0
1997,Nigeria,North Central,Rice,4.89,960.61,27.4,1.71,2,47.9,19.36,9.79,68.34,Drought-resistant Crops,455.49,25280.0
1997,Nigeria,North Central,Rice,4.89,960.61,27.4,1.71,2,47.9,19.36,9.79,68.34,Drought-resistant Crops,455.49,320.9
2004,France,Ile-de-France,Wheat,-1.84,825.28,10.67,2.16,3,34.81,44.62,62.97,82.21,Organic Farming,950.5,96.4
2004,France,Ile-de-France,Wheat,-1.84,825.28,10.67,2.16,3,34.81,44.62,62.97,82.21,Organic Farming,950.5,96.4
2004,France,Ile-de-France,Wheat,-1.84,825.28,10.67,2.16,3,34.81,44.62,62.97,82.21,Organic Farming,950.5,119.7
2000,Russia,Central,Barley,10.4,584.65,27.8,3.4290000000000003,3,41.33,43.99,70.62,81.56,Drought-resistant Crops,1331.48,1822.0
2000,Russia,Central,Barley,10.4,584.65,27.8,3.4290000000000003,3,41.33,43.99,70.62,81.56,Drought-resistant Crops,1331.48,1822.0
2000,Russia,Central,Barley,10.4,584.65,27.8,3.4290000000000003,3,41.33,43.99,70.62,81.56,Drought-resistant Crops,1331.48,64.8
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,295.0
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,310.9
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,302.0
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,304.2
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,310.9
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,319.7
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,328.5
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,324.1
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,348.3
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,302.0
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,288.8
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,295.4
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,297.6
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,295.0
2020,USA,Midwest,Rice,4.66,630.53,8.77,1.65,9,32.22,46.08,78.47,60.68,Water Management,199.62,295.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,234.5
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,227.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,218.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,224.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,219.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,223.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,229.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,238.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,237.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,244.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,249.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,255.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,251.0
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,234.5
2017,Canada,British Columbia,Wheat,4.04,2058.6,22.25,2.232,9,30.94,32.74,90.86,92.19,Water Management,526.92,180.7
2007,China,Central,Barley,-1.19,1319.53,20.89,2.16,8,51.44,48.8,98.44,73.81,Drought-resistant Crops,439.7,1780.0
2007,China,Central,Barley,-1.19,1319.53,20.89,2.16,8,51.44,48.8,98.44,73.81,Drought-resistant Crops,439.7,1780.0
2007,China,Central,Barley,-1.19,1319.53,20.89,2.16,8,51.44,48.8,98.44,73.81,Drought-resistant Crops,439.7,234.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16406.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16245.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16089.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16127.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,15668.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16503.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,17417.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,17186.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,17293.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16243.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16524.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,15623.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16780.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,16406.0
2018,Russia,Siberian,Rice,18.18,1881.44,19.32,3.303,0,49.07,1.87,47.22,70.43,Organic Farming,700.84,261.8
1997,Australia,Victoria,Wheat,-0.7,1466.28,9.3,0.97,5,92.51,22.02,72.04,45.35,Organic Farming,243.64,212.0
1997,Australia,Victoria,Wheat,-0.7,1466.28,9.3,0.97,5,92.51,22.02,72.04,45.35,Organic Farming,243.64,212.0
1997,Australia,Victoria,Wheat,-0.7,1466.28,9.3,0.97,5,92.51,22.02,72.04,45.35,Organic Farming,243.64,157.3
1991,China,Central,Wheat,14.12,2646.81,27.37,3.438,0,96.95,22.94,8.19,59.22,Organic Farming,362.13,614.0
1991,China,Central,Wheat,14.12,2646.81,27.37,3.438,0,96.95,22.94,8.19,59.22,Organic Farming,362.13,614.0
1991,China,Central,Wheat,14.12,2646.81,27.37,3.438,0,96.95,22.94,8.19,59.22,Organic Farming,362.13,115.3
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7344.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,6292.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,6937.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7526.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7777.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7675.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7619.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7189.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7060.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7209.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7551.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7784.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7945.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,7344.0
2015,Russia,Volga,Barley,-4.46,2920.04,8.99,2.72,9,17.24,27.88,20.09,58.47,Water Management,979.79,120.5
1994,Australia,Queensland,Wheat,16.15,1456.06,2.19,4.35,10,11.59,19.44,68.81,95.67,Organic Farming,493.02,174.0
1994,Australia,Queensland,Wheat,16.15,1456.06,2.19,4.35,10,11.59,19.44,68.81,95.67,Organic Farming,493.02,174.0
1994,Australia,Queensland,Wheat,16.15,1456.06,2.19,4.35,10,11.59,19.44,68.81,95.67,Organic Farming,493.02,127.2
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,5108.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,5839.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,6486.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,6396.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,6255.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,5367.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,5261.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,5361.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,4798.0
2011,Russia,Siberian,Wheat,25.83,219.04,10.66,2.763,7,65.99,15.91,72.55,76.31,Crop Rotation,1293.08,4817.0
